rh.aparc.a2009s.area	rh_G_and_S_frontomargin_area	rh_G_and_S_occipital_inf_area	rh_G_and_S_paracentral_area	rh_G_and_S_subcentral_area	rh_G_and_S_transv_frontopol_area	rh_G_and_S_cingul-Ant_area	rh_G_and_S_cingul-Mid-Ant_area	rh_G_and_S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg_and_S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet_and_P_trans_area	rh_S_oc_middle_and_Lunatus_area	rh_S_oc_sup_and_transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med_and_Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area
6149/	722.0	849.0	928.0	1042.0	747.0	1872.0	1289.0	1059.0	424.0	181.0	1673.0	886.0	225.0	833.0	2959.0	4377.0	312.0	426.0	1586.0	1584.0	1388.0	1907.0	989.0	1975.0	2961.0	1994.0	1650.0	1598.0	2126.0	1723.0	575.0	263.0	287.0	1469.0	654.0	602.0	1858.0	2515.0	357.0	137.0	1056.0	2052.0	1195.0	1636.0	2155.0	822.0	490.0	809.0	1069.0	841.0	484.0	1431.0	1784.0	1568.0	203.0	2274.0	459.0	1210.0	404.0	689.0	1676.0	277.0	499.0	1123.0	1713.0	1293.0	1773.0	1335.0	915.0	294.0	762.0	723.0	5585.0	265.0	91869.1
6162/	436.0	750.0	657.0	782.0	479.0	1361.0	772.0	752.0	215.0	157.0	1233.0	670.0	124.0	644.0	2438.0	3607.0	326.0	358.0	1333.0	1007.0	997.0	1724.0	723.0	1185.0	1521.0	1432.0	1156.0	1195.0	1338.0	1363.0	420.0	249.0	202.0	939.0	449.0	321.0	1224.0	1520.0	237.0	163.0	868.0	1716.0	890.0	1818.0	1975.0	880.0	312.0	677.0	847.0	469.0	325.0	1348.0	894.0	1831.0	121.0	1909.0	587.0	910.0	507.0	342.0	1068.0	248.0	391.0	614.0	1275.0	834.0	1361.0	1396.0	662.0	192.0	554.0	512.0	3089.0	155.0	68038.1
6163/	649.0	780.0	804.0	928.0	986.0	1941.0	847.0	855.0	417.0	113.0	1227.0	983.0	206.0	769.0	2793.0	4665.0	280.0	371.0	1675.0	1079.0	1511.0	1913.0	855.0	1532.0	1990.0	2322.0	1709.0	1413.0	1597.0	2000.0	490.0	205.0	270.0	1196.0	439.0	485.0	1699.0	2027.0	305.0	171.0	957.0	1689.0	998.0	1419.0	2050.0	690.0	404.0	801.0	947.0	683.0	372.0	1384.0	2033.0	2053.0	257.0	2206.0	771.0	846.0	631.0	746.0	1615.0	264.0	672.0	736.0	1570.0	1110.0	1549.0	1660.0	858.0	130.0	849.0	1127.0	4356.0	247.0	85180.5
6165/	813.0	968.0	1095.0	905.0	1190.0	2500.0	1213.0	1263.0	405.0	218.0	1478.0	951.0	245.0	880.0	4366.0	5424.0	497.0	499.0	2183.0	1152.0	1914.0	2462.0	1094.0	2079.0	2569.0	2022.0	1962.0	1458.0	2101.0	1781.0	528.0	331.0	297.0	1237.0	477.0	662.0	1857.0	2144.0	402.0	237.0	1079.0	2370.0	1280.0	1726.0	2405.0	1224.0	381.0	810.0	1171.0	667.0	414.0	1835.0	2176.0	2322.0	306.0	2314.0	863.0	1275.0	773.0	850.0	1478.0	420.0	559.0	981.0	1969.0	1164.0	1499.0	1538.0	1183.0	196.0	824.0	916.0	5116.0	217.0	100163.0
6167/	562.0	860.0	843.0	811.0	796.0	1601.0	863.0	836.0	303.0	128.0	1143.0	1067.0	216.0	613.0	2109.0	4584.0	252.0	354.0	1899.0	1010.0	1062.0	1837.0	693.0	1678.0	1453.0	1995.0	1944.0	1065.0	1745.0	1906.0	478.0	89.0	215.0	1027.0	398.0	492.0	1663.0	2050.0	158.0	97.0	1028.0	2069.0	1272.0	1346.0	1875.0	866.0	301.0	754.0	891.0	918.0	309.0	1303.0	1678.0	1474.0	300.0	2217.0	846.0	1045.0	775.0	377.0	1122.0	212.0	410.0	868.0	1562.0	783.0	1493.0	1218.0	899.0	210.0	537.0	936.0	3522.0	189.0	78499.6
6199/	640.0	650.0	1003.0	855.0	809.0	1768.0	757.0	818.0	272.0	209.0	1428.0	975.0	239.0	1022.0	2452.0	4666.0	304.0	332.0	1701.0	1289.0	1615.0	1650.0	868.0	1657.0	1789.0	1672.0	1651.0	1380.0	1681.0	1602.0	571.0	263.0	297.0	1209.0	337.0	632.0	1450.0	1569.0	238.0	183.0	1189.0	2109.0	1170.0	1434.0	2081.0	784.0	395.0	719.0	973.0	758.0	93.0	1237.0	1121.0	1600.0	125.0	2479.0	891.0	1212.0	436.0	642.0	1237.0	394.0	452.0	486.0	1294.0	980.0	1407.0	1087.0	755.0	96.0	633.0	379.0	4204.0	275.0	79627.3
6226/	721.0	819.0	974.0	979.0	641.0	1706.0	1073.0	1019.0	326.0	143.0	1100.0	898.0	195.0	551.0	2751.0	4383.0	336.0	414.0	1401.0	1266.0	1586.0	1460.0	853.0	1797.0	2102.0	2145.0	1584.0	1223.0	1814.0	1777.0	429.0	292.0	267.0	1273.0	366.0	516.0	1852.0	2233.0	229.0	98.0	1098.0	2043.0	1042.0	1149.0	1792.0	863.0	426.0	832.0	1116.0	507.0	211.0	1595.0	1325.0	2179.0	498.0	2742.0	317.0	1281.0	422.0	738.0	1434.0	325.0	460.0	894.0	1203.0	1347.0	1645.0	1079.0	1030.0	239.0	1133.0	376.0	3700.0	253.0	82886.3
6227/	658.0	756.0	1040.0	969.0	1041.0	2030.0	989.0	1200.0	393.0	128.0	1625.0	896.0	278.0	809.0	3226.0	5301.0	454.0	435.0	1450.0	1359.0	1600.0	2111.0	773.0	1755.0	1944.0	2229.0	2102.0	1439.0	1834.0	2072.0	506.0	309.0	329.0	1357.0	361.0	441.0	1924.0	2052.0	320.0	228.0	942.0	2476.0	1288.0	1756.0	2221.0	1071.0	322.0	873.0	1069.0	515.0	295.0	1434.0	1300.0	2109.0	390.0	2459.0	539.0	1105.0	663.0	978.0	1625.0	338.0	574.0	849.0	1295.0	1140.0	1984.0	1191.0	1148.0	261.0	917.0	815.0	3457.0	259.0	90378.5
6228/	686.0	969.0	1080.0	915.0	749.0	1812.0	1184.0	1177.0	465.0	261.0	1609.0	709.0	231.0	793.0	3358.0	5250.0	317.0	555.0	1499.0	1081.0	1506.0	2506.0	1007.0	1687.0	2195.0	2032.0	1453.0	1579.0	1766.0	1980.0	548.0	187.0	265.0	1190.0	338.0	530.0	2081.0	2397.0	297.0	255.0	990.0	2476.0	1065.0	2295.0	2556.0	1356.0	385.0	840.0	857.0	725.0	341.0	1454.0	1809.0	2016.0	460.0	1979.0	730.0	1296.0	463.0	741.0	1456.0	340.0	547.0	1047.0	1472.0	1317.0	2169.0	1088.0	1000.0	270.0	845.0	1272.0	4422.0	205.0	92784.3
6229/	736.0	1100.0	922.0	1126.0	1194.0	2286.0	1663.0	1322.0	555.0	264.0	1567.0	1029.0	234.0	958.0	3956.0	5182.0	388.0	543.0	2022.0	1481.0	1730.0	2121.0	1269.0	2223.0	2377.0	2037.0	2005.0	1442.0	2040.0	2363.0	539.0	294.0	339.0	1624.0	314.0	817.0	1476.0	2154.0	302.0	163.0	1180.0	2471.0	1200.0	2015.0	2324.0	939.0	445.0	979.0	1291.0	486.0	375.0	2060.0	1794.0	2119.0	738.0	2948.0	989.0	1469.0	398.0	899.0	1535.0	352.0	576.0	1109.0	1526.0	1529.0	2021.0	1392.0	1325.0	246.0	1417.0	437.0	4039.0	217.0	100992.0
6291/	504.0	584.0	575.0	788.0	422.0	1282.0	771.0	825.0	256.0	140.0	1048.0	1016.0	135.0	897.0	1656.0	3582.0	235.0	320.0	1290.0	895.0	966.0	1466.0	764.0	1228.0	1307.0	1735.0	928.0	1131.0	1174.0	1404.0	407.0	186.0	248.0	1046.0	341.0	508.0	1254.0	1415.0	227.0	116.0	1060.0	1521.0	854.0	1105.0	1575.0	634.0	290.0	625.0	896.0	444.0	415.0	1079.0	831.0	1459.0	538.0	1832.0	511.0	755.0	292.0	530.0	982.0	178.0	230.0	551.0	1273.0	887.0	1243.0	952.0	604.0	149.0	730.0	619.0	2746.0	190.0	63650.3
6347/	705.0	997.0	890.0	896.0	718.0	1799.0	970.0	873.0	322.0	194.0	1335.0	892.0	186.0	695.0	2900.0	5107.0	319.0	432.0	1585.0	1346.0	1257.0	2067.0	1044.0	1775.0	1948.0	2071.0	1663.0	1530.0	1843.0	1587.0	515.0	285.0	368.0	1226.0	451.0	592.0	1735.0	1864.0	215.0	179.0	1154.0	1998.0	1263.0	1689.0	2302.0	966.0	446.0	930.0	1060.0	772.0	322.0	1421.0	1140.0	1769.0	546.0	2031.0	921.0	890.0	634.0	615.0	1095.0	357.0	480.0	915.0	1567.0	946.0	1873.0	1027.0	1043.0	186.0	648.0	1030.0	3360.0	212.0	84981.8
6348/	739.0	829.0	863.0	802.0	551.0	1919.0	1057.0	951.0	303.0	145.0	1512.0	745.0	210.0	886.0	2185.0	3987.0	265.0	396.0	1298.0	1272.0	1526.0	1807.0	914.0	1547.0	1854.0	1617.0	1707.0	1338.0	1921.0	1831.0	480.0	219.0	223.0	1044.0	347.0	448.0	1728.0	1777.0	289.0	216.0	907.0	2109.0	1165.0	1434.0	2410.0	835.0	414.0	813.0	858.0	724.0	350.0	1346.0	986.0	1616.0	327.0	1994.0	856.0	903.0	236.0	599.0	1303.0	391.0	499.0	869.0	1721.0	837.0	1466.0	784.0	1274.0	201.0	616.0	959.0	3875.0	226.0	79653.0
6503/	631.0	1233.0	1102.0	1164.0	898.0	2219.0	1319.0	941.0	329.0	182.0	1717.0	1082.0	269.0	804.0	2964.0	4951.0	366.0	501.0	2321.0	1380.0	1772.0	2017.0	1120.0	1847.0	1924.0	2357.0	1847.0	1423.0	1690.0	1979.0	480.0	238.0	382.0	1255.0	447.0	760.0	1814.0	1985.0	299.0	131.0	1425.0	2756.0	1395.0	1570.0	2009.0	955.0	417.0	983.0	980.0	753.0	389.0	1589.0	1506.0	1934.0	171.0	2406.0	1035.0	1402.0	495.0	905.0	1713.0	260.0	613.0	874.0	1898.0	574.0	2609.0	1276.0	1109.0	324.0	694.0	768.0	4268.0	232.0	94427.3
6512/	623.0	892.0	829.0	932.0	787.0	1594.0	1008.0	833.0	380.0	211.0	1365.0	853.0	197.0	763.0	2413.0	4495.0	244.0	387.0	1143.0	1175.0	1395.0	1870.0	902.0	1491.0	2127.0	1472.0	2207.0	1195.0	1638.0	1546.0	498.0	189.0	314.0	1341.0	411.0	521.0	1534.0	1767.0	280.0	125.0	1092.0	1847.0	1088.0	1508.0	2026.0	1017.0	388.0	889.0	925.0	697.0	307.0	1549.0	1432.0	1648.0	228.0	2379.0	556.0	745.0	536.0	483.0	1560.0	337.0	426.0	787.0	745.0	1051.0	1508.0	1009.0	884.0	217.0	994.0	535.0	3321.0	205.0	78867.6
6613/	863.0	1310.0	1130.0	1154.0	880.0	2138.0	1392.0	1146.0	430.0	163.0	1491.0	934.0	288.0	804.0	3159.0	5118.0	363.0	455.0	1539.0	1213.0	1507.0	1864.0	863.0	1872.0	2526.0	2008.0	1925.0	1342.0	2165.0	2173.0	527.0	240.0	226.0	1144.0	487.0	653.0	1992.0	2246.0	290.0	60.0	992.0	2382.0	1075.0	1567.0	2334.0	1075.0	436.0	996.0	1058.0	681.0	368.0	1550.0	1944.0	2171.0	305.0	3050.0	844.0	1020.0	628.0	1027.0	1553.0	247.0	496.0	1091.0	1734.0	1295.0	1142.0	1366.0	1401.0	363.0	1153.0	1174.0	4197.0	166.0	94957.9
6636/	272.0	377.0	526.0	477.0	131.0	258.0	285.0	368.0	233.0	85.0	413.0	527.0	197.0	421.0	1165.0	2228.0	200.0	190.0	492.0	485.0	557.0	696.0	673.0	935.0	1344.0	1056.0	1066.0	787.0	800.0	1057.0	117.0	0.0	100.0	388.0	124.0	276.0	575.0	892.0	122.0	0.0	747.0	777.0	316.0	599.0	1044.0	611.0	250.0	273.0	354.0	190.0	74.0	657.0	567.0	889.0	75.0	1076.0	160.0	545.0	167.0	243.0	314.0	56.0	129.0	331.0	621.0	535.0	660.0	708.0	392.0	0.0	545.0	194.0	1961.0	31.0	36987.7
6685/	151.0	198.0	179.0	290.0	211.0	71.0	0.0	0.0	38.0	76.0	366.0	239.0	72.0	223.0	683.0	297.0	80.0	79.0	440.0	355.0	463.0	377.0	867.0	604.0	468.0	424.0	768.0	380.0	366.0	667.0	132.0	120.0	28.0	360.0	118.0	160.0	405.0	551.0	63.0	15.0	193.0	590.0	163.0	460.0	423.0	40.0	119.0	240.0	267.0	92.0	55.0	397.0	341.0	337.0	51.0	738.0	147.0	330.0	169.0	138.0	77.0	0.0	216.0	135.0	537.0	79.0	503.0	339.0	271.0	15.0	212.0	91.0	1225.0	35.0	20403.0
6712/	625.0	841.0	859.0	658.0	526.0	1700.0	924.0	925.0	267.0	145.0	1100.0	610.0	193.0	519.0	2528.0	3473.0	270.0	242.0	1193.0	1052.0	1078.0	1776.0	996.0	1408.0	2218.0	1557.0	1314.0	1338.0	1481.0	1725.0	470.0	162.0	179.0	914.0	296.0	421.0	1195.0	1650.0	198.0	86.0	907.0	1667.0	1127.0	1874.0	1687.0	982.0	281.0	590.0	733.0	685.0	323.0	1160.0	1294.0	1437.0	103.0	1981.0	472.0	643.0	414.0	315.0	977.0	261.0	397.0	585.0	1147.0	852.0	1355.0	859.0	771.0	221.0	670.0	547.0	3632.0	196.0	70255.7
6730/	659.0	902.0	946.0	864.0	648.0	1710.0	896.0	935.0	336.0	147.0	1225.0	1055.0	202.0	761.0	2764.0	4477.0	280.0	428.0	1516.0	852.0	997.0	1438.0	795.0	1813.0	1979.0	1785.0	1686.0	1412.0	1588.0	1550.0	503.0	262.0	286.0	1364.0	375.0	627.0	1704.0	2069.0	276.0	184.0	1104.0	1897.0	1127.0	1098.0	1930.0	926.0	401.0	753.0	889.0	566.0	288.0	1499.0	1096.0	1761.0	610.0	2290.0	697.0	698.0	385.0	615.0	1415.0	294.0	622.0	795.0	1341.0	1014.0	1691.0	1317.0	641.0	265.0	1005.0	850.0	4261.0	204.0	80640.1
6731/	602.0	838.0	782.0	973.0	657.0	2018.0	1074.0	1033.0	329.0	159.0	1500.0	1022.0	333.0	943.0	3468.0	4585.0	324.0	382.0	1397.0	1198.0	1270.0	1931.0	1017.0	1622.0	2090.0	2074.0	1839.0	1462.0	1867.0	2190.0	529.0	385.0	239.0	1368.0	434.0	674.0	1578.0	2192.0	303.0	129.0	937.0	2377.0	1291.0	1194.0	1905.0	768.0	370.0	724.0	1011.0	497.0	451.0	1901.0	1268.0	2027.0	378.0	2490.0	459.0	1019.0	505.0	886.0	1566.0	284.0	586.0	847.0	1594.0	1100.0	1723.0	1283.0	805.0	300.0	1161.0	689.0	4431.0	223.0	87862.7
6732/	674.0	876.0	1044.0	688.0	659.0	2108.0	1352.0	1039.0	419.0	160.0	1368.0	826.0	258.0	753.0	2977.0	4319.0	334.0	445.0	1657.0	1296.0	629.0	1999.0	575.0	1503.0	2102.0	1511.0	1410.0	1319.0	1808.0	1580.0	462.0	317.0	256.0	1094.0	540.0	553.0	1855.0	1999.0	228.0	66.0	905.0	2210.0	1030.0	1517.0	1956.0	1029.0	517.0	755.0	763.0	360.0	462.0	1203.0	1512.0	2296.0	477.0	2034.0	545.0	1136.0	532.0	277.0	1271.0	267.0	515.0	852.0	1668.0	1215.0	1602.0	1162.0	1011.0	81.0	803.0	586.0	3667.0	194.0	81467.7
6738/	750.0	940.0	869.0	1203.0	925.0	2387.0	1237.0	1321.0	512.0	311.0	1653.0	1108.0	337.0	748.0	3908.0	5989.0	337.0	516.0	1821.0	1534.0	1686.0	2334.0	1067.0	2147.0	2558.0	2122.0	1998.0	1550.0	2363.0	1947.0	589.0	277.0	341.0	1615.0	585.0	846.0	2056.0	2420.0	302.0	173.0	1252.0	2952.0	1075.0	2415.0	2607.0	961.0	464.0	964.0	1063.0	819.0	562.0	1907.0	2062.0	2433.0	528.0	2749.0	1115.0	1142.0	506.0	682.0	1648.0	305.0	757.0	1109.0	1765.0	1343.0	1970.0	1588.0	1290.0	292.0	773.0	776.0	4995.0	271.0	104524.0
6741/	657.0	969.0	990.0	892.0	691.0	2110.0	975.0	1045.0	403.0	248.0	1582.0	820.0	249.0	930.0	2435.0	5207.0	341.0	431.0	1423.0	923.0	1303.0	1894.0	931.0	1822.0	1726.0	2293.0	1815.0	1425.0	2025.0	1661.0	608.0	225.0	405.0	1160.0	493.0	503.0	1597.0	2054.0	460.0	193.0	1026.0	2375.0	1175.0	1877.0	2061.0	1023.0	412.0	789.0	1125.0	828.0	313.0	1245.0	1438.0	2025.0	315.0	1834.0	657.0	1056.0	545.0	378.0	1127.0	357.0	764.0	1054.0	1509.0	1213.0	1680.0	1268.0	1331.0	263.0	883.0	764.0	4020.0	218.0	86857.9
6752/	144.0	497.0	402.0	336.0	187.0	366.0	196.0	213.0	36.0	0.0	316.0	377.0	98.0	217.0	761.0	1238.0	54.0	53.0	1020.0	1032.0	521.0	87.0	0.0	474.0	760.0	490.0	478.0	582.0	587.0	428.0	86.0	83.0	34.0	299.0	83.0	108.0	693.0	955.0	49.0	0.0	173.0	923.0	73.0	158.0	795.0	372.0	84.0	167.0	260.0	78.0	46.0	471.0	355.0	594.0	294.0	942.0	90.0	356.0	193.0	180.0	101.0	79.0	51.0	155.0	289.0	43.0	414.0	429.0	262.0	1.0	169.0	160.0	1612.0	3.0	24708.6
6802/	687.0	911.0	911.0	1016.0	790.0	2173.0	1454.0	1292.0	378.0	248.0	1758.0	969.0	271.0	954.0	3100.0	4269.0	312.0	351.0	1493.0	1241.0	1518.0	2052.0	995.0	1800.0	1868.0	1742.0	1855.0	1515.0	1836.0	1698.0	513.0	254.0	239.0	1089.0	420.0	413.0	1294.0	1891.0	399.0	195.0	997.0	2350.0	1112.0	2155.0	2169.0	974.0	523.0	805.0	1015.0	558.0	482.0	1789.0	1407.0	1745.0	223.0	2356.0	625.0	1209.0	388.0	786.0	1215.0	505.0	521.0	943.0	1618.0	965.0	1551.0	1698.0	834.0	127.0	664.0	665.0	4028.0	184.0	87349.7
6863/	708.0	1111.0	1039.0	1003.0	959.0	1691.0	1062.0	829.0	294.0	152.0	1496.0	809.0	307.0	594.0	3386.0	4541.0	272.0	497.0	1903.0	1345.0	2049.0	1768.0	935.0	1930.0	2095.0	2461.0	2248.0	1679.0	1899.0	1922.0	522.0	387.0	268.0	1434.0	299.0	640.0	1357.0	2101.0	249.0	97.0	1094.0	2128.0	1115.0	1393.0	2097.0	977.0	387.0	753.0	1038.0	646.0	268.0	1624.0	2128.0	2106.0	492.0	2596.0	930.0	1158.0	536.0	745.0	1351.0	232.0	539.0	1110.0	1779.0	1108.0	1522.0	1487.0	662.0	304.0	1017.0	698.0	3824.0	191.0	90373.0
6888/	759.0	918.0	1077.0	1188.0	1116.0	2095.0	1141.0	1306.0	245.0	188.0	1557.0	885.0	269.0	688.0	3030.0	4996.0	391.0	399.0	1779.0	1248.0	1171.0	1948.0	827.0	1988.0	2142.0	1789.0	2050.0	1518.0	1976.0	1981.0	535.0	232.0	281.0	1500.0	375.0	515.0	1958.0	2020.0	222.0	96.0	892.0	2152.0	1234.0	1579.0	2407.0	1187.0	412.0	890.0	1155.0	543.0	399.0	1591.0	1626.0	1562.0	250.0	2105.0	898.0	1313.0	550.0	746.0	1596.0	317.0	556.0	1110.0	1643.0	757.0	1913.0	1296.0	975.0	244.0	745.0	795.0	4380.0	236.0	90446.4
6908/	703.0	772.0	1174.0	989.0	813.0	1957.0	1022.0	1188.0	415.0	118.0	1326.0	1090.0	217.0	748.0	3366.0	4620.0	365.0	614.0	1747.0	1136.0	1091.0	1909.0	866.0	1697.0	2215.0	1803.0	1749.0	1424.0	1869.0	1515.0	511.0	298.0	257.0	1352.0	332.0	431.0	1812.0	2274.0	329.0	138.0	848.0	1806.0	988.0	1522.0	2236.0	892.0	355.0	808.0	1035.0	659.0	375.0	1674.0	1613.0	2153.0	354.0	2600.0	640.0	863.0	707.0	373.0	1183.0	295.0	535.0	902.0	1508.0	971.0	1517.0	1239.0	961.0	358.0	624.0	572.0	3554.0	222.0	85187.4
6909/	512.0	778.0	770.0	888.0	444.0	1897.0	1185.0	1038.0	425.0	184.0	1234.0	930.0	270.0	831.0	2396.0	4226.0	308.0	442.0	1460.0	1017.0	1085.0	1907.0	869.0	1972.0	1552.0	1804.0	1326.0	1204.0	1671.0	1689.0	446.0	267.0	361.0	1136.0	435.0	677.0	1453.0	1790.0	334.0	159.0	1246.0	1968.0	1097.0	1271.0	1802.0	751.0	417.0	745.0	1093.0	507.0	460.0	1674.0	1396.0	1973.0	218.0	1723.0	565.0	932.0	449.0	637.0	1506.0	525.0	457.0	1059.0	1420.0	1003.0	1557.0	1200.0	1244.0	211.0	915.0	601.0	3784.0	194.0	79969.9
6955/	731.0	1244.0	936.0	1042.0	1125.0	2047.0	1149.0	1017.0	292.0	205.0	1070.0	881.0	238.0	1086.0	2930.0	5357.0	380.0	474.0	2033.0	1529.0	1328.0	2528.0	1371.0	1780.0	2286.0	1873.0	1726.0	1451.0	1787.0	1839.0	494.0	235.0	201.0	1311.0	327.0	479.0	1759.0	2279.0	282.0	193.0	867.0	2682.0	1241.0	1911.0	2240.0	1230.0	391.0	923.0	938.0	868.0	307.0	1647.0	1324.0	1769.0	120.0	2511.0	957.0	1202.0	632.0	846.0	1394.0	310.0	410.0	1002.0	1272.0	1214.0	1547.0	1234.0	956.0	301.0	1028.0	1003.0	4736.0	166.0	92467.2
6957/	572.0	664.0	723.0	899.0	518.0	1603.0	867.0	797.0	246.0	146.0	1013.0	723.0	200.0	554.0	2168.0	4014.0	266.0	318.0	1149.0	1192.0	1130.0	1888.0	996.0	1648.0	1600.0	1878.0	1341.0	1139.0	1613.0	1449.0	464.0	225.0	242.0	1346.0	344.0	397.0	1316.0	1809.0	213.0	123.0	811.0	1717.0	1059.0	1330.0	1981.0	666.0	427.0	887.0	763.0	686.0	369.0	1149.0	992.0	1696.0	417.0	1962.0	621.0	1097.0	436.0	591.0	1167.0	342.0	404.0	858.0	1188.0	942.0	1625.0	1030.0	703.0	270.0	932.0	841.0	4155.0	230.0	74136.5
6958/	578.0	1028.0	830.0	684.0	781.0	1905.0	887.0	873.0	312.0	189.0	1337.0	831.0	354.0	777.0	2625.0	5099.0	333.0	358.0	1575.0	1137.0	1270.0	1938.0	962.0	1590.0	2101.0	1881.0	1291.0	1179.0	1730.0	1438.0	497.0	216.0	230.0	1350.0	532.0	529.0	1541.0	1892.0	288.0	131.0	930.0	2243.0	1075.0	1707.0	1974.0	948.0	320.0	908.0	906.0	858.0	317.0	1357.0	1492.0	1908.0	596.0	2148.0	813.0	862.0	536.0	584.0	1226.0	250.0	572.0	799.0	1156.0	973.0	1274.0	1010.0	821.0	54.0	845.0	891.0	4222.0	217.0	81865.9
6964/	668.0	812.0	685.0	868.0	626.0	1583.0	972.0	730.0	245.0	180.0	995.0	1052.0	177.0	548.0	2548.0	4241.0	369.0	413.0	1593.0	1062.0	963.0	1745.0	947.0	1930.0	1816.0	1871.0	1213.0	1278.0	1376.0	1402.0	573.0	273.0	236.0	1022.0	432.0	488.0	1517.0	2114.0	276.0	110.0	877.0	1621.0	1000.0	1265.0	1708.0	715.0	421.0	855.0	985.0	507.0	344.0	1027.0	1075.0	2024.0	473.0	1696.0	644.0	907.0	537.0	469.0	1315.0	151.0	530.0	1024.0	1212.0	1060.0	1423.0	1105.0	649.0	123.0	921.0	514.0	4200.0	176.0	75501.3
6965/	675.0	908.0	925.0	1079.0	1024.0	2331.0	1245.0	1441.0	468.0	254.0	1406.0	1035.0	251.0	860.0	2942.0	5349.0	395.0	601.0	2236.0	1305.0	1648.0	1936.0	1007.0	2037.0	2534.0	2168.0	1841.0	1285.0	2106.0	1972.0	545.0	49.0	372.0	1324.0	518.0	500.0	2120.0	2266.0	331.0	126.0	1005.0	1887.0	1190.0	1419.0	2177.0	946.0	426.0	851.0	1125.0	859.0	292.0	1503.0	1362.0	2067.0	429.0	2569.0	786.0	1329.0	504.0	812.0	1645.0	272.0	546.0	1218.0	1812.0	1293.0	1806.0	847.0	1442.0	196.0	1089.0	1058.0	4679.0	211.0	95069.4
6983/	770.0	824.0	833.0	755.0	1093.0	1871.0	1033.0	1045.0	360.0	263.0	1692.0	877.0	295.0	821.0	2487.0	4147.0	312.0	428.0	1289.0	1502.0	1405.0	2406.0	949.0	1997.0	2067.0	1565.0	1876.0	1683.0	1858.0	1995.0	518.0	255.0	302.0	1242.0	368.0	569.0	1746.0	2408.0	337.0	173.0	1039.0	2286.0	1148.0	2162.0	2572.0	1027.0	429.0	965.0	936.0	794.0	379.0	1319.0	2290.0	2067.0	476.0	2477.0	514.0	1284.0	604.0	872.0	1380.0	299.0	521.0	1146.0	1599.0	1074.0	1650.0	876.0	1145.0	310.0	772.0	796.0	4559.0	215.0	90398.7
6985/	556.0	770.0	774.0	801.0	706.0	1600.0	1188.0	909.0	280.0	191.0	1216.0	799.0	329.0	672.0	2466.0	4493.0	288.0	485.0	1347.0	821.0	902.0	1948.0	994.0	1726.0	2096.0	1563.0	1703.0	1088.0	1650.0	1969.0	501.0	211.0	201.0	1094.0	443.0	592.0	1630.0	2052.0	212.0	167.0	931.0	1879.0	1007.0	1757.0	2205.0	818.0	426.0	767.0	907.0	726.0	369.0	1373.0	1276.0	1659.0	603.0	2164.0	645.0	894.0	318.0	496.0	1209.0	276.0	622.0	934.0	1067.0	935.0	1215.0	1094.0	776.0	233.0	879.0	894.0	4196.0	162.0	79144.9
